family_name,book_page_no,pdf_page_no,region_index,status,crop_path,paragraph_text,raw_json_path,error
Stetter Reaction,433,485,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\433_Stetter_Reaction_r3.png,"The short synthesis of (±)-trans-sabinene hydrate, an important flavor chemical found in a variety of essential oils from mint and herbs, was developed by C.C. Galopin.27 The key intermediate of the synthetic sequence was 3- isopropyl-2-cyclopentenone. Initially a Nazarov cyclization of a dienone substrate was attempted for the synthesis of this compound, but the cyclization did not take place under a variety of conditions. For this reason, a sequential Stetter reaction/intramolecular aldol condensation approach was successfully implemented.",,
Stetter Reaction,433,485,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\433_Stetter_Reaction_r4.png,"The concise enantioselective total synthesis of (+)-monomorine I, a 3,5-dialkyl-substituted indolizidine alkaloid, was completed by S. Blechert et al. using a sequential cross-metathesis/double reductive cyclization strategy.28 The enedione substrate was prepared in two steps. The Stetter reaction between the masked equivalent of acrolein and butyl vinyl ketone was followed by a retro Diels-Alder reaction under flash vacuum pyrolysis (FVP) conditions.",,
Stevens Rearrangement,435,487,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\435_Stevens_Rearrangement_r1.png,"The nitrogen ylides required for the Stevens rearrangement can be accessed in a direct manner by using the transition metal catalyzed decomposition of an α-diazo carbonyl functionality tethered to tertiary amines. This tandem ylide formation/Stevens rearrangement strategy was used by A. Padwa et al. as a novel approach toward the preparation of isoindolo-benzazepines.43 The diazo ester was added to a refluxing solution of rhodium(II) acetate in toluene, generating the nitrogen ylide in situ, which underwent a facile [1,2]-benzyl shift to afford the 5,7-fused heterocyclic ring system.",,
Stevens Rearrangement,435,487,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\435_Stevens_Rearrangement_r2.png,A new approach to the morphine skeleton was demonstrated by the total synthesis of (±)-desoxycodeine-D by C.-Y. Cheng and co-workers.44 The key step was the formation of the B ring by the Stevens rearrangement of a tetrahydroisoquinoline-derived quaternary ammonium salt upon treatment with phenyllithium.,,
Stevens Rearrangement,435,487,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\435_Stevens_Rearrangement_r3.png,"The first synthesis of 1,2-(1,1'-ferrocenediyl)ethene was accomplished in the laboratory of V.K. Aggarwal in six steps from ferrocene.45 In order to construct the strained two-carbon bridge, several methods were tested including the McMurry coupling and the Ramberg-Bäcklund rearrangement. Unfortunately, under the McMurry conditions only intermolecularly coupled products were obtained. The α-chlorination of the sulfide or sulfone failed, therefore the α- chloro sulfone precursor for the Ramberg-Bäcklund rearrangement could not be prepared. Alternatively, the Stevens rearrangement of a sulfonium salt was successful in providing the desired ring-contracted product.",,
Stevens Rearrangement,435,487,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\435_Stevens_Rearrangement_r4.png,"The transfer of axial chirality to central chirality during the Stevens rearrangement of binaphthyl compounds was investigated by I.G. Stará et al.42 They found that the stereochemical course of the Stevens rearrangement of axially chiral onium salts is significantly structure-dependent. Their findings were utilized in a novel enantioselective synthesis of pentahelicene. The treatment of the optically pure binaphtyl ammonium salt with an excess of butyllithium brought about the expected [1,2]- benzyl shift, and the tertiary amine intermediate underwent an in situ base-induced 1,2-elimination to afford the optically pure pentahelicene. Interestingly, the rearrangement of analogous sulfur ylides proceeded with considerably lower stereoselectivity.",,
Stille Carbonylative Cross-Coupling,437,489,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\437_Stille_Carbonylative_Cross_Coupling_r1.png,"The first enantioselective total synhesis of (–)-strychnine was achieved by L.E. Overman and co-workers.12 The carbon skeleton of the main precursor for the key aza-Cope rearrangement/Mannich cyclization was assembled by applying a Pd(0)-catalyzed carbonylative Stille coupling reaction. Thus, the cyclic vinylstannane was coupled with the triazinone-protected ortho-iodoaniline to afford 80% yield of the aromatic enone using Pd2(dba)3 as the catalyst in the presence of carbon monoxide.",,
Stille Carbonylative Cross-Coupling,437,489,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\437_Stille_Carbonylative_Cross_Coupling_r2.png,"C-Disaccharides (C-glycosides) have an advantage over O-glycosides as they resist acidic and enzymatic hydrolysis. They can therefore serve as potential glycosidase inhibitors. In the laboratory of P. Vogel, a novel approach was developed for the synthesis of C-glycosides by a Stille carbonylative coupling reaction between 1-stannylglucals and 1-iodoglucals.13",,
Stille Carbonylative Cross-Coupling,437,489,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\437_Stille_Carbonylative_Cross_Coupling_r3.png,"A concise synthesis of photoactivatable 4-benzoyl-L-phenylalanines and related peptides was described by G. Ortar et al. using a carbonylative Stille cross-coupling as the key step.14 Surprisingly, when the coupling was attempted with tyrosine triflate derivatives, it proved to be unsuccessful. However, 4-iodo-phenylalanine derivatives reacted smoothly under standard conditions to give the corresponding 4-benzoyl derivatives.",,
Stille Carbonylative Cross-Coupling,437,489,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\437_Stille_Carbonylative_Cross_Coupling_r4.png,"Systematic evolution of ligands by exponential enrichment (SELEX) is a procedure that generates nucleic acid ligands capable of high-affinity binding to both protein and small molecule targets. In order to synthesize a wide range of these ligands, B.E. Eaton and co-workers used the carbonylative Stille coupling to obtain 5-carbonyluridine analogues.15",,
Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),439,491,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\439_Stille_Cross_Coupling_Migita_Kosugi_Stille_Coupling__r1.png,"The total synthesis of (+)-mycotrienol was accomplished by J. Panek and co-workers using a Pd(0)-catalyzed Stille coupling reaction to incorporate the (E,E,E)-triene unit with simultaneous macrocyclization.55 After macrocyclization, the aromatic core was oxidized with CAN and the protecting groups were removed to provide the natural product.",,
Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),439,491,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\439_Stille_Cross_Coupling_Migita_Kosugi_Stille_Coupling__r2.png,"The enantioselective total synthesis of the manzamine alkaloid ircinal A was completed in the laboratory of S.F. Martin utilizing a novel strategy. A domino Stille/Diels-Alder reaction was used to assemble the ABC ring core of the natural product.56 The vinyl bromide intermediate reacted with vinyl tributylstannane in the presence of Pd(0) to afford the 1,3-diene moiety, which cyclized via an intramolecular Diels-Alder reaction to give the ABC core.",,
Stille Cross-Coupling (Migita-Kosugi-Stille Coupling),439,491,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\439_Stille_Cross_Coupling_Migita_Kosugi_Stille_Coupling__r3.png,"The first total synthesis of quadrigemine C, a higher-order member of the polypyrrolidinoindoline alkaloid family was published by L. Overman et al.57 Key steps included a double Stille cross coupling and catalyst-controlled double Heck cyclization.",,
Stille-Kelly Coupling,441,493,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\441_Stille_Kelly_Coupling_r1.png,A novel strategy was developed by T. Sakamoto et al. for the synthesis of carbolines and carbazoles based on Pd- catalyzed amination (Buchwald-Hartwig coupling) and arylation (Stille-Kelly coupling) reactions.11 The required ortho- bromo-substituted anilinopyridines were prepared by the Buchwald-Hartwig coupling of iodobenzenes with aminopyridines. The Stille-Kelly coupling was only possible when the secondary amine functionality was converted to the corresponding N-methanesulfonyl (mesyl) derivative prior to the cyclization.,,
Stille-Kelly Coupling,441,493,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\441_Stille_Kelly_Coupling_r2.png,"J.J. Li and co-workers synthesized all four possible benzo[4,5]furopyridines via two different Pd-catalyzed approaches.12 In one of the routes the precursor biaryl compound was prepared by the SNAr reaction of 3-iodo-4- chloropyridine with ortho-iodophenoxide. The resulting diiodo heterobiaryl ether was cyclized under Stille-Kelly coupling conditions in refluxing xylene.",,
Stille-Kelly Coupling,441,493,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\441_Stille_Kelly_Coupling_r3.png,"The total synthesis of the pyrrolophenanthridine alkaloid, hippadine, was accomplished in the laboratory of T. Sakamoto.13 The last and key step of the synthetic sequence was the Stille-Kelly coupling of the N-benzoylated indole precursor in 68% yield.",,
Stille-Kelly Coupling,441,493,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\441_Stille_Kelly_Coupling_r4.png,"The cyclic bis(benzyl) macrocyclic natural product, plagiochin D, was prepared by Y. Fukuyama using the Stille-Kelly coupling as the key macrocyclization step.9 The precursor dibromide was subjected to various cross-coupling conditions but only under the Stille-Kelly conditions was any coupling product obtained. The yield was low (17%) and 9% stannylated intermediate was isolated besides the condiderable amount of recovered starting material (45%). The stannylated intermediate could be exposed to Pd(0) catalyst to afford 20% of the desired cyclized product. Finally, removal of the MOM protecting groups was affected by concentrated HBr solution in methanol.",,
Stobbe Condensation,443,495,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\443_Stobbe_Condensation_r1.png,"The asymmetric total synthesis of (+)-codeine, the unnatural enantiomer, was accomplished by J.D. White and co- workers using an intramolecular carbenoid insertion as the key step.23 The first stereogenic center that directed all subsequent stereochemical events was installed by the asymmetric hydrogenation of an alkylidene succinate that was obtained using the Stobbe condensation. Dimethyl succinate and isovanillin were reacted in the presence of excess sodium methoxide at reflux and the resulting reaction mixture was acidified to obtain the monomethyl ester.",,
Stobbe Condensation,443,495,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\443_Stobbe_Condensation_r2.png,"The SAR data regarding the potency of various cannabinoids show that one of the most important variables is the length and substitution pattern of the alkyl side chain at C3. In order to investigate the effect of side chain conformation upon receptor affinity, J.W. Huffman et al. designed and synthesized a conformationally constrained analog of Δ8-THC.24 The Stobbe condensation was applied to prepare the tetralin moiety of the target by reacting diethyl succinate in tert-butyl alcohol and using KOt-Bu as the base. The initially formed alkylidene compound was not purified but immediately subjected to in situ catalytic hydrogenation, and the resulting diacid was cyclized to afford a substituted tetralone, which was subsequently converted to the target.",,
